File,|SIJ|,RIJ,Coul,SAPT
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.015731374,6.646937017,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000994169,8.857973778,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001660181,8.549233194,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001427318,9.971370274,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001190449,9.445262356,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,1.30E-05,10.18019338,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,1.31E-05,11.94264197,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.0003267,9.255881718,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.13E-05,11.39233338,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000262408,9.799702727,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003000649,8.878087905,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000164154,9.468713583,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00017425,12.97216575,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000291808,11.24315376,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.05E-05,13.25370334,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000211968,7.636188629,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000371676,8.866638728,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.002711619,8.313345687,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000765459,10.7398293,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003985642,7.950085632,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000693116,10.09642148,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000238534,9.21415996,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000272744,12.23291805,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000603779,11.8730025,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000101116,11.08457399,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.007108117,6.749441228,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000333977,12.11857708,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000371915,9.706759318,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000372391,9.331945983,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00029512,11.1284427,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000281979,10.1527992,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001028469,7.533476139,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000116782,7.224407662,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001219937,10.98183067,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000102575,8.880535924,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.26E-05,10.74919519,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000526363,10.17929514,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.54E-05,12.31292742,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000173639,12.44990237,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,5.81E-05,11.51496436,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.0016634,7.741629709,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000134985,12.37030674,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000199634,10.95107727,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000220396,10.29801197,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000133661,12.12799955,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001472229,10.28979325,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000433907,8.351662358,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00086137,8.026403122,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.30E-05,11.64045418,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.02130985,6.303487674,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001134245,7.96890634,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001135778,8.990676619,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000272154,8.883937526,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001094061,9.618272509,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001243973,8.291631555,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.01942361,5.403138103,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001688971,8.670760146,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001626605,9.613433326,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003928067,8.306631452,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001700443,10.4471411,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.007582645,6.728591132,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.008048228,5.826828847,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.03279147,5.170497397,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00606998,8.673336709,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00175157,9.841088467,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000256168,11.01817139,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00016037,12.57616839,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,5.09E-05,10.54560879,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,1.39E-05,12.40355755,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000224158,10.80008465,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001857796,9.122860347,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00019968,10.46079004,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000112626,13.39383364,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000353859,11.85591696,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00010359,13.96498904,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000724601,8.699537806,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001935045,9.351832197,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001968015,8.651270351,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000262645,11.58695171,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000257658,11.18750474,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000203054,11.50601305,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.70E-05,13.76432813,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000962045,9.654667667,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000393902,12.44552772,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000602842,10.75233865,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001402812,10.80619369,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00068019,9.961941729,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000138713,14.84869338,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00015197,12.93379494,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,5.84E-05,14.87196115,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.004368853,8.454142526,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,3.27E-05,10.63700654,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000956988,10.08929259,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000184996,11.91813638,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001268166,9.809191091,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000213711,11.83481599,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000156287,10.65101832,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.11E-05,13.8281861,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000133372,13.56691654,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000107152,12.81229071,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.002430357,8.619053411,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.09E-05,13.8576666,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000104291,11.29763563,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000131116,11.01805067,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,7.19E-05,12.68896824,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000689481,11.80970078,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000913187,9.340897576,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000854982,9.100756905,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000455494,12.758186,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000526007,10.34146143,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000196135,11.68144139,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000209712,11.36770297,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.53E-05,12.46220888,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000177707,13.18647912,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000155156,12.17161195,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000909954,9.34709516,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.04E-05,12.88486137,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,5.90E-05,12.55191487,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,2.66E-05,11.58912936,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000128378,13.33653599,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000264664,10.68346717,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00034849,9.662681631,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001631171,9.438470513,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000115269,12.58056273,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003700776,8.211653673,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000757598,9.340744819,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000222045,10.68201722,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.73E-05,9.230754134,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000533067,10.76323172,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000559896,9.285554001,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.005317959,7.480684356,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000273131,9.306243264,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00021344,11.60133247,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000284531,10.06417642,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000109528,12.12658709,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001142079,7.335111155,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003186738,7.641981333,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.004576322,7.070411177,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00024395,9.99675873,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001389494,11.52250636,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.70E-05,12.90700297,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000217459,12.50188138,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,3.83E-05,13.64386481,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,9.80E-05,14.41498407,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,3.65E-05,13.39255235,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000903632,10.50416442,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,8.71E-05,14.05798498,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,3.68E-05,13.67175314,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00035978,12.77711233,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000141285,14.50498468,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.002518417,11.87031379,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001128147,10.85949964,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.004058133,10.61309632,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000437692,13.80523346,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003669378,7.986330064,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,6.14E-05,9.462056338,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000216133,9.763674982,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,9.58E-05,10.3103225,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000391113,11.04542253,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000418604,9.884484554,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003707695,7.019661935,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000522263,10.47298921,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000254483,10.72046033,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.001063247,9.568379927,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000313339,11.52288531,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.00652386,8.349845961,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.003589545,7.36993591,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.009839088,6.981434133,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.000579542,10.2895606,-4.93322808,-4.8943
HSG-11-unCP-CONHCHHCONHHH-CNHHCOCHHHHH-Disp8-EFP.log,0.002408873,8.605826498,-4.93322808,-4.8943
