File,SIJ,RIJ,Coul,SAPT
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,3.92E-06,12.25040879,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,7.99E-05,10.59877126,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000436654,10.79404733,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00017534,13.0614348,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000104585,13.98798287,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000618576,10.4287462,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000492848,11.98678225,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,8.33E-05,9.139341883,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000169015,10.99968772,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.003301168,7.620225183,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000228811,10.09460457,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000682143,12.93901305,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,9.27E-05,10.54446052,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00031643,9.096503542,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000530216,9.164919745,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,9.93E-05,11.72582913,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000537268,12.60605048,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000714389,9.120066235,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000339204,11.43715645,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000375782,9.032842371,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,7.37E-05,11.1163288,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.007410339,7.469197974,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00033569,9.271514473,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000995249,12.50028342,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,4.79E-05,11.4382712,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000168715,9.302619409,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001623373,9.918763295,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000313665,11.46291623,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000744074,12.35630715,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000778111,8.728773517,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,1.84E-05,13.091569,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000251312,10.86303861,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000118653,12.62574697,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001143529,9.285527114,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,8.69E-05,11.00396733,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,8.19E-05,14.18947012,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000105657,13.224442,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00038912,11.04908367,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000675855,11.54027558,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,2.46E-05,13.22769512,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,6.07E-05,14.05734529,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,7.12E-05,10.4357349,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,9.31E-05,11.4349646,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000901836,9.450647285,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,7.56E-05,11.65226021,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001508096,8.071128912,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000636546,9.210644508,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000737465,12.4824881,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000175016,12.27210618,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,5.93E-05,9.931971129,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000613418,10.85754385,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000132152,11.59376768,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000818926,12.47469187,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00070781,9.0650712,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000643288,8.40378731,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.016409467,5.904665288,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002614948,7.645113862,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.061587661,4.207602152,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.003805992,6.675861882,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.007405315,9.536119433,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.004686781,8.09138988,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.011737305,5.924071639,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001645857,6.558257769,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.006265924,8.473624777,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.004932039,9.230743911,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.016271359,5.468698523,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000139069,11.83939245,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000918459,9.105255102,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,6.43E-05,11.2545937,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.006533559,7.58479796,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001541255,9.737998852,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000166411,12.81089015,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000561667,10.99147213,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000539196,9.266338929,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00068329,9.623248281,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,2.19E-06,11.64025608,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000139031,12.57660155,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000303929,9.042629528,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001557169,9.499692397,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000368913,6.88858551,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002362411,8.512634464,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.046723608,5.156699219,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.005717426,7.736299973,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.003335505,10.61595975,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002504741,8.823795878,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.004637968,6.813876712,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.0018767,7.183127103,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000634571,9.516172816,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002490084,10.28690954,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000134051,6.511951025,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001450439,9.143785736,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.003123579,6.544426366,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002116338,8.584775973,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.007623558,4.90310598,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.003009146,7.201288025,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001754841,10.22148097,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.002175588,8.77196796,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.00553732,6.692846561,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.006469818,7.328577441,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.000813442,9.115651964,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.001652311,9.964125906,-9.691627823,-11.7248
UBQ-ala28-asp32-unCP-CHCONHHHH-CONHCHHHH-Disp8-EFP.log,0.005866159,6.263337472,-9.691627823,-11.7248
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000239407,10.21293956,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.00092473,10.27343759,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.006275323,6.821063811,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000180478,8.737291295,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,1.44E-05,9.438647927,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000452442,8.704073741,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001028238,9.033540217,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,6.40E-06,8.899197943,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000557529,8.374478082,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.00122694,8.445146925,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001209382,7.646060436,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,4.20E-05,9.527356611,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.005249359,6.930067214,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.003582152,5.87585148,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001079363,7.010182273,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001459261,7.021356627,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001098533,8.868417432,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000526007,9.40009285,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.00048793,7.963047754,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.002930795,7.763198663,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,4.81E-05,11.58684106,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,9.33E-05,12.4550446,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000818666,8.616237641,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,3.45E-05,9.987252039,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000220877,10.53257462,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,6.72E-05,10.2127956,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000154796,10.79813963,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,3.38E-06,11.2969734,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,1.16E-06,10.4236914,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000145518,10.68263993,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000634445,10.4277081,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000137831,11.9363324,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001629556,9.367063379,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.004339497,8.662619649,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.001028641,9.80991696,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000214791,9.757410179,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,6.62E-05,11.44731004,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000217355,11.57019077,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,8.06E-05,10.4334817,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000323604,9.96070173,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,6.38E-05,11.28890868,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000128416,13.52471592,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000799489,9.803479242,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000432756,9.599134462,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,0.000115421,10.07693451,-23.4185068,-24.2119
UBQ-ala46-lys48-unCP-NHCOCHNHCOHHH-CHHCHHNHHHH-Disp8-EFP.log,7.34E-05,10.43180567,-23.4185068,-24.2119
