File,|SIJ|,RIJ,,
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.003634373,7.043560085,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.002611041,8.147900573,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.002611054,8.147900891,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.004322086,6.144194219,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.002154588,8.019969151,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.003634358,7.043559927,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.028934244,7.18062149,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.078752631,4.969840616,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.004966448,6.775970949,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.018169056,6.61169131,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.007708999,7.389558985,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.028489794,5.171762914,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.003848218,6.959380526,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.000283035,6.655286767,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.000424093,6.604253048,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.028469701,5.171817062,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.004819202,7.056112386,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.007357558,7.343628929,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.004966437,6.775971409,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.078752692,4.969840961,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.018168991,6.611691922,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.028934204,7.180621582,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.018169003,6.611693947,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.078752561,4.969842899,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.028934258,7.180623687,-1.392220647,-4.1143
S22by7-10-0.8-unCP-CCCCCCHHHHHH-CHHHH-Disp8-EFP.log,0.004966496,6.775972707,-1.392220647,-4.1143
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001844106,6.313970279,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001503022,7.005868883,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001818327,6.96667864,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.009025421,5.299838874,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001854623,7.409179193,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001330865,8.175336323,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.006176492,5.530897856,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001595925,8.487126823,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000348619,8.805260417,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.053684811,4.573954361,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003038622,6.646425934,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000753208,5.666026281,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.009714962,5.834707597,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000968874,10.10742725048372,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000342364,9.42642473,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002581851,6.430747478,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003530531,8.013845493,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003088404,6.56734935,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003189355,7.418015933,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.014041554,5.583481287,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001883376,8.209284467,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001503022,7.005868892,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000310758,9.308858519,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.011597657,5.486783465,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002312188,6.65184645,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000148832,7.450769328,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.022935588,5.396588736,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001164923,7.356589039,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.034671203,5.205428829,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.004690259,7.063234792,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002931645,7.972097806,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001945091,9.836911267,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003824296,6.2720866,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001707249,7.316102858,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.013386231,6.231971966,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003990937,8.042262325,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000642368,8.742683078,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.029946718,5.787527646,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002140779,6.866931158,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001208383,9.840579118,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.004682496,7.546284606,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.012024798,6.127660752,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001818327,6.966678648,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.011597657,5.486783458,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000172302,6.509625121,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.009054157,5.056928184,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.0041072,5.661405398,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001674062,7.10571278,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.028289379,4.568054616,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,7.310609396e-05,7.934027918,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002572614,7.192828396,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.0243359,4.61492561,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.008983499,5.201897385,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000827392,6.341351337,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001836064,6.952555912,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000294992,8.551521204,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000362571,7.319945478,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.025441629,4.695565154,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.004856586,7.3306834,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003145366,7.464553629,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.006221767,5.649673548,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.047073541,5.169967989,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000568236,6.410839054,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.009025421,5.299838874,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.002312188,6.651846439,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.009054157,5.056928175,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.045953809,4.224362619,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.00212655,6.058081262,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001381009,5.98569615,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.02288155,4.705780929,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001686441,6.271974672,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001796522,6.96194302,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.025095654,4.516646091,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001052532,6.731179994,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.021507496,4.502733782,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003887322,5.192488891,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000652454,7.778241561,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000834732,7.771575763,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.003959597,6.025549138,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.005629769,5.998968781,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.008482015,5.509611947,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000786772,7.185700638,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.070625657,4.86851143,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000868191,6.196773118,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001854623,7.409179205,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.000148832,7.450769329,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.0041072,5.661405408,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.00212655,6.058081277,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.005252451,5.870980514,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.010607765,5.348442728,-17.66818024,-46.3659
S22by7-13-0.8-unCP-NCHCHCONHCOH-NCHCHCONHCOH-Disp8-EFP.log,0.001752653,6.078501085,-17.66818024,-46.3659
