File,|SIJ|,RIJ,Coul,SAPT_GT
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000386527,10.60339399,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,1.30E-05,9.690670394,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001492133,8.122235643,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000299124,8.211879917,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00085528,7.496623514,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000165991,10.14910754,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000106755,10.62257838,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,8.84E-05,11.42903867,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001333711,7.95118226,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000777303,10.27376108,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.004853055,6.205496396,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00033703,10.23893107,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.014472923,5.789891202,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000909285,7.390039198,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.007937543,6.01261775,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001547983,7.915041113,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000320402,9.588905375,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000876396,7.625521246,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001006131,10.42503629,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.005108696,5.745154203,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,1.83E-05,7.121723699,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.012615727,6.138111999,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00199073,7.506631157,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002450079,7.620990403,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.016219353,5.694492854,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000174724,6.031620121,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000157301,9.261578532,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001719941,10.5918441,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.003312539,7.938577504,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.048559504,5.47453101,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.003614995,7.072037274,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00258221,7.542035215,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.004394287,9.479977152,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00082901,6.928845368,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.003045264,8.190843525,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000777461,8.016200739,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00743221,7.772436027,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001333607,6.118460048,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001751674,8.688803501,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00091226,7.199388545,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00013514,8.874952907,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001000599,6.866111641,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000201938,10.01596065,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001458369,7.132356097,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002528678,6.248616521,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000291655,9.664457831,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000300601,8.321486734,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000517171,6.685657274,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000282595,6.580905789,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001066453,8.540512591,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001059307,8.576091936,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000484313,8.662271594,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000257085,9.153837649,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.006643602,6.219634953,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002265651,8.031041962,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.004431787,6.249444274,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000809705,8.65295294,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.008463133,6.719214406,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000390334,7.829792627,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000959982,9.281447741,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000253279,8.526163946,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,3.61E-05,6.743952303,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000124492,7.688040462,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001844325,6.577700073,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000845739,6.557960709,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000675439,7.271504526,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000596097,7.655768302,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000182249,7.396081259,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000183164,7.955416243,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000272124,9.084686329,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001113782,6.500121162,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001473106,6.846460192,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.011112467,6.711684463,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000446331,9.611493842,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001810232,7.883698182,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00145575,8.656252441,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000179708,8.233320332,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000137329,9.781356991,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001113229,7.801566003,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.014634471,5.579600949,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.005036035,6.94671752,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000524653,8.980248547,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000575771,7.09367442,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00583309,6.013149598,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000189927,8.370001312,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001330109,7.195956186,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.003793565,6.314264292,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000796773,7.282256102,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002773014,6.46495745,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000276696,7.857410025,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00051277,8.521349739,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000671024,8.536352758,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.00575288,6.574420851,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001380102,7.909906169,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000462033,7.017697532,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002493348,7.812913918,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.007844905,6.102427751,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.007431368,6.299282227,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000811495,6.895657163,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.018860611,6.498581765,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001373477,6.988472471,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.009073942,6.612685741,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000409912,9.961733639,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000634602,8.264439155,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002124621,6.269555534,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000505303,9.979878103,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000905006,8.445390973,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001121106,6.931157151,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000208501,8.110677754,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001164998,7.104067961,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000317428,8.689877629,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000338004,9.046292919,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,6.54E-06,10.19183825,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.000207301,7.541348288,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.0007415,9.315081091,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.001154035,6.498514008,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.002032305,8.667336479,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.012358031,5.750844732,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.006908576,6.319230351,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.006943683,6.147297791,-1.958099854,-5.5807
ACHC-AC-3.2_____-unCP-NCNCCCNCNHNHHHH-NCNCCCHONHHHH-Disp8-EFP.log,0.007365075,6.885287882,-1.958099854,-5.5807
